Object/Action_1,Object/Action_2,ActionUsedFor,HasProperty,AssociatedWith,Affordance,AtLocation,LocatedNear,CreatedBy,Action
bag:cheese,close,0,0,0,1,0,0,0,1.0
sausage,take,0,0,0,1,0,0,0,1.0
dough,knead,0,0,0,1,0,0,0,1.0
cream,pick-up,0,0,0,1,0,0,0,1.0
pizza,basil,0,0,1,0,0,1,0,0.0
mozzarella,take,0,0,0,1,0,0,0,1.0
counter,put,0,0,0,1,0,0,0,1.0
paper,read,0,0,0,1,0,0,0,1.0
measurer:rice,rinse,0,0,0,1,0,0,0,1.0
cooker,soy,0,0,1,0,0,1,0,0.0
container,pick-up,0,0,0,1,0,0,0,1.0
oil:sesame,close,0,0,0,1,0,0,0,1.0
almond,open,0,0,0,1,0,0,0,1.0
carrot,pick-up,0,0,0,1,0,0,0,1.0
leek,bag:plastic,0,0,1,0,0,1,0,0.0
sink,glass,0,0,1,0,0,1,0,0.0
grape,fridge,0,0,1,0,0,1,0,0.0
counter,wipe-off,0,0,0,1,0,0,0,1.0
liquid,pan:frying,0,0,1,0,0,1,0,0.0
rack,pan,0,0,1,0,0,1,0,0.0
lettuce,half,0,0,1,0,0,1,0,0.0
leaf:bay,pick-up,0,0,0,1,0,0,0,1.0
cup:coffee,pick-up,0,0,0,1,0,0,0,1.0
potato,chunk,0,0,1,0,0,1,0,0.0
tin,take,0,0,0,1,0,0,0,1.0
pan,fill,0,0,0,1,0,0,0,1.0
box:cereal,open,0,0,0,1,0,0,0,1.0
cutlery,take,0,0,0,1,0,0,0,1.0
film:cling,take,0,0,0,1,0,0,0,1.0
board,put-down,0,0,0,1,0,0,0,1.0
pan,open,0,0,0,1,0,0,0,1.0
salad,tomato,0,0,1,0,0,1,0,0.0
peeler:potato,dry,0,0,0,1,0,0,0,1.0
curry,powder:chilli,0,0,1,0,0,1,0,0.0
salt,spoon,0,0,1,0,0,1,0,0.0
plate:tomato,take,0,0,0,1,0,0,0,1.0
towel:paper,break,0,0,0,1,0,0,0,1.0
sink,plate,0,0,1,0,0,1,0,0.0
bag:flour,put-down,0,0,0,1,0,0,0,1.0
squeezer:lime,put,0,0,0,1,0,0,0,1.0
pot,left:top,0,0,1,0,0,1,0,0.0
chicken,turn,0,0,0,1,0,0,0,1.0
stock,remove,0,0,0,1,0,0,0,1.0
hob,dry,0,0,0,1,0,0,0,1.0
sausage,spatula,0,0,1,0,0,1,0,0.0
bowl:salad,grab,0,0,0,1,0,0,0,1.0
pit,remove,0,0,0,1,0,0,0,1.0
celery,put,0,0,0,1,0,0,0,1.0
bag,potato,0,0,1,0,0,1,0,0.0
salad,cut,0,0,0,1,0,0,0,1.0
peeling:onion,bin,0,0,1,0,0,1,0,0.0
water,drain,0,0,0,1,0,0,0,1.0
table,sugar,0,0,1,0,0,1,0,0.0
onion,saucepan,0,0,1,0,0,1,0,0.0
teaspoon,lather,0,0,0,1,0,0,0,1.0
bowl,move,0,0,0,1,0,0,0,1.0
nut:pine,pan,0,0,1,0,0,1,0,0.0
squash,grab,0,0,0,1,0,0,0,1.0
dough,bowl,0,0,1,0,0,1,0,0.0
oven:right,pot,0,0,1,0,0,1,0,0.0
pan:wash,tap,0,0,1,0,0,1,0,0.0
garlic,add,0,0,0,1,0,0,0,1.0
counter,wash,0,0,0,1,0,0,0,1.0
drainer,strainer,0,0,1,0,0,1,0,0.0
knife,onion:few,0,0,1,0,0,1,0,0.0
rack,machine:coffee,0,0,1,0,0,1,0,0.0
saucepan,rack,0,0,1,0,0,1,0,0.0
knob,turn,0,0,0,1,0,0,0,1.0
peach,grab,0,0,0,1,0,0,0,1.0
saucepan,drain,0,0,0,1,0,0,0,1.0
cinnamon,mix-in,0,0,0,1,0,0,0,1.0
loaf,plate,0,0,1,0,0,1,0,0.0
table,tortilla,0,0,1,0,0,1,0,0.0
vinegar,close,0,0,0,1,0,0,0,1.0
tin,rinse,0,0,0,1,0,0,0,1.0
onion,garbage,0,0,1,0,0,1,0,0.0
machine:washing,liquid,0,0,1,0,0,1,0,0.0
press:garlic,take,0,0,0,1,0,0,0,1.0
turmeric,put-down,0,0,0,1,0,0,0,1.0
bowl,mixture,0,0,1,0,0,1,0,0.0
holder:filter,take,0,0,0,1,0,0,0,1.0
bag,bun:hamburger,0,0,1,0,0,1,0,0.0
bread,open,0,0,0,1,0,0,0,1.0
bowl,carrot,0,0,1,0,0,1,0,0.0
bottle:water,cap,0,0,1,0,0,1,0,0.0
jug,place,0,0,0,1,0,0,0,1.0
support,rinse,0,0,0,1,0,0,0,1.0
hob,cloth,0,0,1,0,0,1,0,0.0
curry:only,put,0,0,0,1,0,0,0,1.0
pot,potato,0,0,1,0,0,1,0,0.0
bowl,cup:flour,0,0,1,0,0,1,0,0.0
yeast,pan,0,0,1,0,0,1,0,0.0
tuna,oil,0,0,1,0,0,1,0,0.0
filter:water,pick-up,0,0,0,1,0,0,0,1.0
foil,apply,0,0,0,1,0,0,0,1.0
scissors,cover:plastic,0,0,1,0,0,1,0,0.0
cloth,take,0,0,0,1,0,0,0,1.0
mug,rinse,0,0,0,1,0,0,0,1.0
celery,wash,0,0,0,1,0,0,0,1.0
tortilla,arrange,0,0,0,1,0,0,0,1.0
bag:sandwich,pick-up,0,0,0,1,0,0,0,1.0
cupboard,packet:popcorn,0,0,1,0,0,1,0,0.0
piece:fish,pot,0,0,1,0,0,1,0,0.0
sausage,move,0,0,0,1,0,0,0,1.0
wire,whisk,0,0,1,0,0,1,0,0.0
towel:paper,get,0,0,0,1,0,0,0,1.0
pan,put-into,0,0,0,1,0,0,0,1.0
pot:coffee,close,0,0,0,1,0,0,0,1.0
bag,squish,0,0,0,1,0,0,0,1.0
oil,drop,0,0,0,1,0,0,0,1.0
rocket,wash,0,0,0,1,0,0,0,1.0
ketchup,open,0,0,0,1,0,0,0,1.0
spatula,look-at,0,0,0,1,0,0,0,1.0
paste:shrimp,open,0,0,0,1,0,0,0,1.0
table:round,board:cutting,0,0,1,0,0,1,0,0.0
container:milk,table,0,0,1,0,0,1,0,0.0
pesto,place,0,0,0,1,0,0,0,1.0
glass,bowl,0,0,1,0,0,1,0,0.0
machine:washing,door,0,0,1,0,0,1,0,0.0
coffee,stir,0,0,0,1,0,0,0,1.0
coffee,sugar,0,0,1,0,0,1,0,0.0
knife,tomato:other,0,0,1,0,0,1,0,0.0
table,glass:fruit,0,0,1,0,0,1,0,0.0
meat,take,0,0,0,1,0,0,0,1.0
tray:baking,put-down,0,0,0,1,0,0,0,1.0
pan,put-away,0,0,0,1,0,0,0,1.0
cover,search-on,0,0,0,1,0,0,0,1.0
tin,move,0,0,0,1,0,0,0,1.0
oil,onion,0,0,1,0,0,1,0,0.0
shelf,box:cereal,0,0,1,0,0,1,0,0.0
package:salt,close,0,0,0,1,0,0,0,1.0
tomato:cherry,put-down,0,0,0,1,0,0,0,1.0
mayonnaise,get,0,0,0,1,0,0,0,1.0
ingredient,put,0,0,0,1,0,0,0,1.0
knife,spoon,0,0,1,0,0,1,0,0.0
fish,turn-over,0,0,0,1,0,0,0,1.0
meat,plate,0,0,1,0,0,1,0,0.0
holder:filter,rinse,0,0,0,1,0,0,0,1.0
toaster,activate,0,0,0,1,0,0,0,1.0
lettuce,take-out,0,0,0,1,0,0,0,1.0
bean,bowl,0,0,1,0,0,1,0,0.0
paneer,pick-up,0,0,0,1,0,0,0,1.0
board:chopping,onion,0,0,1,0,0,1,0,0.0
paste:miso,open,0,0,0,1,0,0,0,1.0
squash,close,0,0,0,1,0,0,0,1.0
bag,unfold,0,0,0,1,0,0,0,1.0
celery,pick-up,0,0,0,1,0,0,0,1.0
skinner:carrot,rack:drying,0,0,1,0,0,1,0,0.0
spoon:wooden,pesto,0,0,1,0,0,1,0,0.0
filter:maker,maker:coffee,0,0,1,0,0,1,0,0.0
pepper:more,pour,0,0,0,1,0,0,0,1.0
food,saucepan,0,0,1,0,0,1,0,0.0
saucepan,food,0,0,1,0,0,1,0,0.0
mug,move,0,0,0,1,0,0,0,1.0
rocket,pick-up,0,0,0,1,0,0,0,1.0
container:rice,put,0,0,0,1,0,0,0,1.0
onion,clean,0,0,0,1,0,0,0,1.0
bag,salad,0,0,1,0,0,1,0,0.0
side:inner,brush,0,0,1,0,0,1,0,0.0
mat,open,0,0,0,1,0,0,0,1.0
tupperware,spatula,0,0,1,0,0,1,0,0.0
pot,top,0,0,1,0,0,1,0,0.0
potato,pot,0,0,1,0,0,1,0,0.0
oven,glove,0,0,1,0,0,1,0,0.0
mixture,pot,0,0,1,0,0,1,0,0.0
blade,put,0,0,0,1,0,0,0,1.0
masala,curry,0,0,1,0,0,1,0,0.0
bowl:salad,oil,0,0,1,0,0,1,0,0.0
food:leftover,bin,0,0,1,0,0,1,0,0.0
ginger,put,0,0,0,1,0,0,0,1.0
scissors,put-down,0,0,0,1,0,0,0,1.0
garbage,bit:sink,0,0,1,0,0,1,0,0.0
milk,place,0,0,0,1,0,0,0,1.0
counter,throw,0,0,0,1,0,0,0,1.0
milk:soy,open,0,0,0,1,0,0,0,1.0
cap,put-down,0,0,0,1,0,0,0,1.0
pan,pull-out,0,0,0,1,0,0,0,1.0
pan,leaf:bay,0,0,1,0,0,1,0,0.0
coffee,cupboard,0,0,1,0,0,1,0,0.0
coffee,mug,0,0,1,0,0,1,0,0.0
bag,avocado,0,0,1,0,0,1,0,0.0
bag:shopping,put-away,0,0,0,1,0,0,0,1.0
saucepan,tessellate,0,0,0,1,0,0,0,1.0
dish:tomato,table,0,0,1,0,0,1,0,0.0
pot:top,brush,0,0,0,1,0,0,0,1.0
dustbin,bag,0,0,1,0,0,1,0,0.0
piece:small,lettuce,0,0,1,0,0,1,0,0.0
bottle:milk,packaging,0,0,1,0,0,1,0,0.0
avocado,peel,0,0,0,1,0,0,0,1.0
fish,bag:plastic,0,0,1,0,0,1,0,0.0
meat,check,0,0,0,1,0,0,0,1.0
salt,cover,0,0,1,1,0,1,0,1.0
spice,apply,0,0,0,1,0,0,0,1.0
bread,turn,0,0,0,1,0,0,0,1.0
soy,cooker,0,0,1,0,0,1,0,0.0
rubbish,take,0,0,0,1,0,0,0,1.0
dust,dustbin,0,0,1,0,0,1,0,0.0
teaspoon,grab,0,0,0,1,0,0,0,1.0
piece:leek,wash,0,0,0,1,0,0,0,1.0
bottle,something,0,0,1,0,0,1,0,0.0
water,switch-on,0,0,0,1,0,0,0,1.0
grinder,inspect,0,0,0,1,0,0,0,1.0
leaf:mint,place,0,0,0,1,0,0,0,1.0
pan,store,0,0,0,1,0,0,0,1.0
bowl,dry,0,0,0,1,0,0,0,1.0
excess:water,salad,0,0,1,0,0,1,0,0.0
oil,put-down,0,0,0,1,0,0,0,1.0
table,bowl,0,0,1,0,0,1,0,0.0
salad,chop,0,0,0,1,0,0,0,1.0
glass,fill,0,0,0,1,0,0,0,1.0
cloth,move,0,0,0,1,0,0,0,1.0
dustbin,cover,0,0,1,0,0,1,0,0.0
garlic,board:chopping,0,0,1,0,0,1,0,0.0
plate,sink,0,0,1,0,0,1,0,0.0
mixture:whole,take-out,0,0,0,1,0,0,0,1.0
pan:frying,lid,0,0,1,0,0,1,0,0.0
freezer,put-in,0,0,0,1,0,0,0,1.0
celery,throw,0,0,0,1,0,0,0,1.0
box,bottle,0,0,1,0,0,1,0,0.0
board:chopping,put-down,0,0,0,1,0,0,0,1.0
tomato,separate,0,0,0,1,0,0,0,1.0
saucepan,take,0,0,0,1,0,0,0,1.0
tray:baking,pour-on,0,0,0,1,0,0,0,1.0
top,cover,0,0,1,0,0,1,0,0.0
board:cutting,dishwasher,0,0,1,0,0,1,0,0.0
bottle,sink,0,0,1,0,0,1,0,0.0
plate,rack:dryer,0,0,1,0,0,1,0,0.0
curry,mix-in,0,0,0,1,0,0,0,1.0
onion:spring,bag:plastic,0,0,1,0,0,1,0,0.0
container:inside,soap,0,0,1,0,0,1,0,0.0
bowl,ginger,0,0,1,0,0,1,0,0.0
flake:chilli,close,0,0,0,1,0,0,0,1.0
water,saucepan,0,0,1,0,0,1,0,0.0
tupperware,move,0,0,0,1,0,0,0,1.0
meat,move,0,0,0,1,0,0,0,1.0
holder:filter,remove,0,0,0,1,0,0,0,1.0
onion,measure,0,0,0,1,0,0,0,1.0
drawer,sausage,0,0,1,0,0,1,0,0.0
bin,stuff:board,0,0,1,0,0,1,0,0.0
chicken,get-out,0,0,0,1,0,0,0,1.0
machine:coffee,grab,0,0,0,1,0,0,0,1.0
shelf,box:tea,0,0,1,0,0,1,0,0.0
top:oven,switch-off,0,0,0,1,0,0,0,1.0
pan,pour-into,0,0,0,1,0,0,0,1.0
powder:garlic,open,0,0,0,1,0,0,0,1.0
drawer,ladle,0,0,1,0,0,1,0,0.0
sauce,move,0,0,0,1,0,0,0,1.0
drainer,board:chopping,0,0,1,0,0,1,0,0.0
plate,tortilla,0,0,1,0,0,1,0,0.0
knife,cucumber,0,0,1,0,0,1,0,0.0
roll:kitchen,put-on,0,0,0,1,0,0,0,1.0
lid,bin,0,0,1,0,0,1,0,0.0
plastic,take,0,0,0,1,0,0,0,1.0
bag,lettuce,0,0,1,0,0,1,0,0.0
cupboard,look-in,0,0,0,1,0,0,0,1.0
bottom,chopstick,0,0,1,0,0,1,0,0.0
tongs,sausage,0,0,1,0,0,1,0,0.0
silverware,move,0,0,0,1,0,0,0,1.0
cup,detergent,0,0,1,0,0,1,0,0.0
piece:fish,check,0,0,0,1,0,0,0,1.0
tortilla,flip,0,0,0,1,0,0,0,1.0
scissors,get,0,0,0,1,0,0,0,1.0
plate,curry,0,0,1,0,0,1,0,0.0
filter,rinse,0,0,0,1,0,0,0,1.0
tupperware,carrot,0,0,1,0,0,1,0,0.0
microwave,check,0,0,0,1,0,0,0,1.0
caper,cut,0,0,0,1,0,0,0,1.0
sheet,grab,0,0,0,1,0,0,0,1.0
pan,empty,0,0,0,1,0,0,0,1.0
fish,board:cutting,0,0,1,0,0,1,0,0.0
cup:measuring,rice,0,0,1,0,0,1,0,0.0
paper,place,0,0,0,1,0,0,0,1.0
ginger,pick-up,0,0,0,1,0,0,0,1.0
piece:fish,spade:food,0,0,1,0,0,1,0,0.0
jar,shake,0,0,0,1,0,0,0,1.0
onion:spring,powder:flour,0,0,1,0,0,1,0,0.0
celery,chop-off,0,0,0,1,0,0,0,1.0
milk:soya,fridge,0,0,1,0,0,1,0,0.0
saucepan,rinse,0,0,0,1,0,0,0,1.0
cutlery,dry,0,0,0,1,0,0,0,1.0
spatula,collect-from,0,0,0,1,0,0,0,1.0
juice:fruit,fetch,0,0,0,1,0,0,0,1.0
plate,cupboard,0,0,1,0,0,1,0,0.0
plate,mug,0,0,1,0,0,1,0,0.0
bag,open,0,0,0,1,0,0,0,1.0
jar:sauce,close,0,0,0,1,0,0,0,1.0
flour:egg,water,0,0,1,0,0,1,0,0.0
tablecloth,put-down,0,0,0,1,0,0,0,1.0
tomato,take,0,0,0,1,0,0,0,1.0
top,counter,0,0,1,0,0,1,0,0.0
oil,get,0,0,0,1,0,0,0,1.0
saucepan,check,0,0,0,1,0,0,0,1.0
pesto,take,0,0,0,1,0,0,0,1.0
cinnamon,bowl,0,0,1,0,0,1,0,0.0
cover,desk,0,0,1,0,0,1,0,0.0
sprout,water,0,0,1,0,0,1,0,0.0
colander,place,0,0,0,1,0,0,0,1.0
ladle,sink,0,0,1,0,0,1,0,0.0
toaster,cover,0,0,0,1,0,0,0,1.0
oil:sesame,put-down,0,0,0,1,0,0,0,1.0
pot,lettuce,0,0,1,0,0,1,0,0.0
mug,dry,0,0,0,1,0,0,0,1.0
microwave,move,0,0,0,1,0,0,0,1.0
bowl:sugar,grab,0,0,0,1,0,0,0,1.0
glass,side,0,0,1,0,0,1,0,0.0
pepper:bell,spoon-in,0,0,0,1,0,0,0,1.0
board:chopping,get,0,0,0,1,0,0,0,1.0
dish,put-down,0,0,0,1,0,0,0,1.0
water:tap,put,0,0,0,1,0,0,0,1.0
water,move,0,0,0,1,0,0,0,1.0
filter,move,0,0,0,1,0,0,0,1.0
dishwasher,bit:processor,0,0,1,0,0,1,0,0.0
pan,tofu,0,0,1,0,0,1,0,0.0
colander,rack,0,0,1,0,0,1,0,0.0
scissors,packaging,0,0,1,0,0,1,0,0.0
slice:lemon,throw,0,0,0,1,0,0,0,1.0
glass,put-away,0,0,0,1,0,0,0,1.0
mixture,check,0,0,0,1,0,0,0,1.0
tomato:cherry,wash,0,0,0,1,0,0,0,1.0
drawer,fork,0,0,1,0,0,1,0,0.0
fridge,hummus,0,0,1,0,0,1,0,0.0
towel,put,0,0,0,1,0,0,0,1.0
leaf,onion:spring,0,0,1,0,0,1,0,0.0
garbage,sink,0,0,1,0,0,1,0,0.0
pan,stove,0,0,1,0,0,1,0,0.0
scissor,wash,0,0,0,1,0,0,0,1.0
onion,seal,0,0,0,1,0,0,0,1.0
carrot,julienne,0,0,1,0,0,1,0,0.0
machine:coffee,close,0,0,0,1,0,0,0,1.0
coffee,grinder,0,0,1,0,0,1,0,0.0
saucepan,move,0,0,0,1,0,0,0,1.0
water:tap,fish,0,0,1,0,0,1,0,0.0
beef,put-down,0,0,0,1,0,0,0,1.0
cupboard,put-in,0,0,0,1,0,0,0,1.0
glove,end-of,0,0,0,1,0,0,0,1.0
pot,open,0,0,0,1,0,0,0,1.0
box:yeast,cupboard,0,0,1,0,0,1,0,0.0
garlic,peel,0,0,0,1,0,0,0,1.0
pan,arrange,0,0,0,1,0,0,0,1.0
dustbin,waste,0,0,1,0,0,1,0,0.0
egg,oat,0,0,1,0,0,1,0,0.0
water,carrot,0,0,1,0,0,1,0,0.0
tray,put,0,0,0,1,0,0,0,1.0
pestle,pick-up,0,0,0,1,0,0,0,1.0
bread,toast,0,0,0,1,0,0,0,1.0
egg,pan:frying,0,0,1,0,0,1,0,0.0
right,bottom,0,0,1,0,0,1,0,0.0
container,put-back,0,0,0,1,0,0,0,1.0
film,close,0,0,0,1,0,0,0,1.0
counter,potato,0,0,1,0,0,1,0,0.0
tomato,rinse,0,0,0,1,0,0,0,1.0
noodle:instant,oven,0,0,1,0,0,1,0,0.0
galangal,pick-up,0,0,0,1,0,0,0,1.0
bottle,throw-away,0,0,0,1,0,0,0,1.0
temperature:water,check,0,0,0,1,0,0,0,1.0
water,remove,0,0,0,1,0,0,0,1.0
corn,turn,0,0,0,1,0,0,0,1.0
dumpling,stir,0,0,0,1,0,0,0,1.0
sauce:more,tortilla,0,0,1,0,0,1,0,0.0
filter,remove,0,0,0,1,0,0,0,1.0
case,open,0,0,0,1,0,0,0,1.0
powder:curry,pan,0,0,1,0,0,1,0,0.0
chorizo,cut,0,0,0,1,0,0,0,1.0
garlic,cupboard,0,0,1,0,0,1,0,0.0
milk,plate,0,0,1,0,0,1,0,0.0
spoon,yeast,0,0,1,0,0,1,0,0.0
piece:ginger,sauce,0,0,1,0,0,1,0,0.0
bit:garlic,throw,0,0,0,1,0,0,0,1.0
tray,parsley,0,0,1,0,0,1,0,0.0
skin:potato,floor,0,0,1,0,0,1,0,0.0
rest:spoon,rinse,0,0,0,1,0,0,0,1.0
melon,put,0,0,0,1,0,0,0,1.0
box,packet,0,0,1,0,0,1,0,0.0
sink,wipe,0,0,0,1,0,0,0,1.0
strainer,rinse,0,0,0,1,0,0,0,1.0
carafe,set-down,0,0,0,1,0,0,0,1.0
garbage,peel,0,0,1,0,0,1,0,0.0
salad,salt,0,0,1,0,0,1,0,0.0
microwave,clock:oven,0,0,1,0,0,1,0,0.0
spoon,cheese,0,0,1,0,0,1,0,0.0
cheese,grab,0,0,0,1,0,0,0,1.0
tupperware,dry,0,0,0,1,0,0,0,1.0
processor:food,back,0,0,1,0,0,1,0,0.0
piece:ginger,counter,0,0,1,0,0,1,0,0.0
tap:water,switch-on,0,0,0,1,0,0,0,1.0
food,press,0,0,0,1,0,0,0,1.0
box,put-in,0,0,0,1,0,0,0,1.0
raisin,put-away,0,0,0,1,0,0,0,1.0
towel:kitchen,wipe-off,0,0,0,1,0,0,0,1.0
dishwasher,dish,0,0,1,0,0,1,0,0.0
pan:frying,egg:open,0,0,1,0,0,1,0,0.0
scale,counter:kitchen,0,0,1,0,0,1,0,0.0
glass,store,0,0,0,1,0,0,0,1.0
board:eating,take,0,0,0,1,0,0,0,1.0
sugar,table,0,0,1,0,0,1,0,0.0
leaf,curry,0,0,1,0,0,1,0,0.0
pack,scissors,0,0,1,0,0,1,0,0.0
dishwasher,spoon,0,0,1,0,0,1,0,0.0
bread,arrange,0,0,0,1,0,0,0,1.0
mixture,remove,0,0,0,1,0,0,0,1.0
tomato,move,0,0,0,1,0,0,0,1.0
pesto,move,0,0,0,1,0,0,0,1.0
cupboard,salt,0,0,1,0,0,1,0,0.0
seed,throw-away,0,0,0,1,0,0,0,1.0
water,excess,0,0,1,0,0,1,0,0.0
pot:white,shake,0,0,0,1,0,0,0,1.0
side,garlic,0,0,1,0,0,1,0,0.0
board:chopping,strainer,0,0,1,0,0,1,0,0.0
lid,container:food,0,0,1,0,0,1,0,0.0
cup:flour,bowl,0,0,1,0,0,1,0,0.0
sink:water,bowl:glass,0,0,1,0,0,1,0,0.0
dish,sponge,0,0,1,0,0,1,0,0.0
olive,container,0,0,1,0,0,1,0,0.0
piece:onion,bowl:glass,0,0,1,0,0,1,0,0.0
cup,drawer,0,0,1,0,0,1,0,0.0
grass:lemon,peel,0,0,0,1,0,0,0,1.0
breast:chicken,take,0,0,0,1,0,0,0,1.0
bin,film,0,0,1,0,0,1,0,0.0
fork,scour,0,0,0,1,0,0,0,1.0
rice,stir,0,0,0,1,0,0,0,1.0
corn,overturn,0,0,0,1,0,0,0,1.0
counter,top,0,0,1,0,0,1,0,0.0
teapot,assemble,0,0,0,1,0,0,0,1.0
wastebasket,throw,0,0,0,1,0,0,0,1.0
towel,pick-up,0,0,0,1,0,0,0,1.0
side,glass,0,0,1,0,0,1,0,0.0
rest,chopstick,0,0,1,0,0,1,0,0.0
oil,add,0,0,0,1,0,0,0,1.0
tray:pizza,put,0,0,0,1,0,0,0,1.0
pan:washing,dish,0,0,1,0,0,1,0,0.0
bowl:salad,table,0,0,1,0,0,1,0,0.0
mixture:cheese,pasta,0,0,1,0,0,1,0,0.0
noodle,pot,0,0,1,0,0,1,0,0.0
plate,drainer,0,0,1,0,0,1,0,0.0
container:food,wash,0,0,0,1,0,0,0,1.0
tray,pick-up,0,0,0,1,0,0,0,1.0
tissue,put,0,0,0,1,0,0,0,1.0
paper,take,0,0,0,1,0,0,0,1.0
tomato,remove,0,0,0,1,0,0,0,1.0
pan:frying,cooker,0,0,1,0,0,1,0,0.0
opener:bottle,grab,0,0,0,1,0,0,0,1.0
stove:electronic,clean,0,0,0,1,0,0,0,1.0
box:paper,egg,0,0,1,0,0,1,0,0.0
water:more,pot,0,0,1,0,0,1,0,0.0
mat:floor,adjust,0,0,0,1,0,0,0,1.0
bin,towel,0,0,1,0,0,1,0,0.0
bowl,leaf:salad,0,0,1,0,0,1,0,0.0
strainer,clean,0,0,0,1,0,0,0,1.0
spate,put-down,0,0,0,1,0,0,0,1.0
piece:ginger,bowl:saucepan,0,0,1,0,0,1,0,0.0
glass,empty,0,0,0,1,0,0,0,1.0
packet:popcorn,cupboard,0,0,1,0,0,1,0,0.0
fridge,chorizo,0,0,1,0,0,1,0,0.0
garlic,bowl,0,0,1,0,0,1,0,0.0
chopstick,flour:egg,0,0,1,0,0,1,0,0.0
hand,mixture,0,0,1,0,0,1,0,0.0
spatula,spoon,0,0,1,0,0,1,0,0.0
carrot,lettuce,0,0,1,0,0,1,0,0.0
sprout,spade,0,0,1,0,0,1,0,0.0
paste:pepper,pepper:red,0,0,1,0,0,1,0,0.0
spatula,slice,0,0,0,1,0,0,0,1.0
pot:white,salt,0,0,1,0,0,1,0,0.0
bread,pan,0,0,1,0,0,1,0,0.0
cupboard,tupperware,0,0,1,0,0,1,0,0.0
pot:left,cover,0,0,1,1,0,1,0,1.0
melon,pick-up,0,0,0,1,0,0,0,1.0
sauce,egg,0,0,1,0,0,1,0,0.0
coffee,scoop,0,0,0,1,0,0,0,1.0
colander,take,0,0,0,1,0,0,0,1.0
heat,open,0,0,0,1,0,0,0,1.0
lettuce,put-down,0,0,0,1,0,0,0,1.0
flour,pour,0,0,0,1,0,0,0,1.0
tuna,put,0,0,0,1,0,0,0,1.0
oven,put-in,0,0,0,1,0,0,0,1.0
pot,shelf:utensil,0,0,1,0,0,1,0,0.0
coffee,put-away,0,0,0,1,0,0,0,1.0
saucepan,dry,0,0,0,1,0,0,0,1.0
rice,cupboard,0,0,1,0,0,1,0,0.0
container:food,pick-up,0,0,0,1,0,0,0,1.0
cube:gravy,pick-up,0,0,0,1,0,0,0,1.0
lid,pull,0,0,0,1,0,0,0,1.0
cover,put,0,0,0,1,0,0,0,1.0
filter:fold,fold-to,0,0,0,1,0,0,0,1.0
container,fill,0,0,0,1,0,0,0,1.0
lettuce,colander,0,0,1,0,0,1,0,0.0
plate,surface,0,0,1,0,0,1,0,0.0
water:hot,bowl,0,0,1,0,0,1,0,0.0
pan,flip,0,0,0,1,0,0,0,1.0
v60,wash,0,0,0,1,0,0,0,1.0
container,open,0,0,0,1,0,0,0,1.0
bowl,nut,0,0,1,0,0,1,0,0.0
bowl,washing,0,0,1,0,0,1,0,0.0
cup,place,0,0,0,1,0,0,0,1.0
towel,throw,0,0,0,1,0,0,0,1.0
salad,lemon,0,0,1,0,0,1,0,0.0
mortar,pestle,0,0,1,0,0,1,0,0.0
powder:baking,measure,0,0,0,1,0,0,0,1.0
carrot,open,0,0,0,1,0,0,0,1.0
bin,close,0,0,0,1,0,0,0,1.0
chopstick,put-down,0,0,0,1,0,0,0,1.0
peeler,knife,0,0,1,0,0,1,0,0.0
mixture:flour,pot,0,0,1,0,0,1,0,0.0
butter:more,spread,0,0,0,1,0,0,0,1.0
control:remote,move,0,0,0,1,0,0,0,1.0
grape,rinse,0,0,0,1,0,0,0,1.0
package:pizza,cut,0,0,0,1,0,0,0,1.0
sugar,put,0,0,0,1,0,0,0,1.0
salsa,tortilla,0,0,1,0,0,1,0,0.0
pestle,spice,0,0,1,0,0,1,0,0.0
packet,take,0,0,0,1,0,0,0,1.0
cup,rack,0,0,1,0,0,1,0,0.0
lead,take,0,0,0,1,0,0,0,1.0
noodle,take,0,0,0,1,0,0,0,1.0
tap,flush,0,0,0,1,0,0,0,1.0
pot,oven:right,0,0,1,0,0,1,0,0.0
spade,lettuce,0,0,1,0,0,1,0,0.0
ladle,drainer,0,0,1,0,0,1,0,0.0
salt,stick:chop,0,0,1,0,0,1,0,0.0
tortilla,get,0,0,0,1,0,0,0,1.0
trash,throw-in,0,0,0,1,0,0,0,1.0
flake:chilli,put-down,0,0,0,1,0,0,0,1.0
chorizo,chop,0,0,0,1,0,0,0,1.0
lettuce,board,0,0,1,0,0,1,0,0.0
breast:chicken,move,0,0,0,1,0,0,0,1.0
bowl,meat,0,0,1,0,0,1,0,0.0
syrup:cherry,pancake,0,0,1,0,0,1,0,0.0
tray:pizza,pick-up,0,0,0,1,0,0,0,1.0
glass,arrange,0,0,0,1,0,0,0,1.0
nesquik,cupboard,0,0,1,0,0,1,0,0.0
spoon:wooden,cheese,0,0,1,0,0,1,0,0.0
water,egg,0,0,1,0,0,1,0,0.0
trash,get,0,0,0,1,0,0,0,1.0
towel:tea,shake,0,0,0,1,0,0,0,1.0
dough,pan,0,0,1,0,0,1,0,0.0
shirt,hang,0,0,0,1,0,0,0,1.0
bin,skin:potato,0,0,1,0,0,1,0,0.0
flour,spread,0,0,0,1,0,0,0,1.0
cup,rice,0,0,1,0,0,1,0,0.0
lid,hold,0,0,0,1,0,0,0,1.0
water:tap,switch-out,0,0,0,1,0,0,0,1.0
cutlery,soap,0,0,0,1,0,0,0,1.0
