Object/Action_1,Object/Action_2,UsedFor,CapableOf,CreatedBy,Affordance,HasA,IsA,AtLocation,LocatedNear
curry,pepper,0,0,0,0,0,0,0,1
recipe:yeast,read,1,0,0,1,0,0,0,0
drawer,open,1,0,0,1,0,0,0,0
food,scoop,1,0,0,1,0,0,0,0
cupboard,pot,0,0,0,0,0,0,0,1
board:cutting,spinach,0,0,0,0,0,0,0,1
oil:olive,add,1,0,0,1,0,0,0,0
chicken,shake,1,0,0,1,0,0,0,0
flour,yeast,0,0,0,0,0,0,0,1
cilantro,chop,1,0,0,1,0,0,0,0
cloth,clean,1,0,0,1,0,0,0,0
bottle:milk,rinse,1,0,0,1,0,0,0,0
rag,squeeze,1,0,0,1,0,0,0,0
spaghetti,pepper,0,0,0,0,0,0,0,1
turmeric,put,1,0,0,1,0,0,0,0
eggshell,bin,0,0,0,0,0,0,0,1
package,egg,0,0,0,0,0,0,0,1
heat,turn-up,1,0,0,1,0,0,0,0
scale,take,1,0,0,1,0,0,0,0
can,wash,1,0,0,1,0,0,0,0
saucepan,lime,0,0,0,0,0,0,0,1
alarm,turn-off,1,0,0,1,0,0,0,0
box:lunch,put,1,0,0,1,0,0,0,0
plug,move,1,0,0,1,0,0,0,0
degreaser,put-down,1,0,0,1,0,0,0,0
fridge,cheese,0,0,0,0,0,0,0,1
hob,wipe-off,1,0,0,1,0,0,0,0
door,close,1,0,0,1,0,0,0,0
clip:bag,rinse,1,0,0,1,0,0,0,0
tap,tap-on,1,0,0,1,0,0,0,0
mug,coffee,0,0,0,0,0,0,0,1
water,plate,0,0,0,0,0,0,0,1
aubergine,flip,1,0,0,1,0,0,0,0
shelf:utensil,pot,0,0,0,0,0,0,0,1
sauce,pasta,0,0,0,0,0,0,0,1
chopstick,throw,1,0,0,1,0,0,0,0
detergent,squeeze,1,0,0,1,0,0,0,0
drawer:open,close,1,0,0,1,0,0,0,0
bacon,cream,0,0,0,0,0,0,0,1
pot,dry,1,0,0,1,0,0,0,0
container:tofu,open,1,0,0,1,0,0,0,0
peeling:onion,bin,0,0,0,0,0,0,0,1
water:tap,put,1,0,0,1,0,0,0,0
dough,half,1,0,0,1,0,0,0,1
squash,chop,1,0,0,1,0,0,0,0
pan:frying,test,1,0,0,1,0,0,0,0
pizza,oven,0,0,0,0,0,0,0,1
tomato:cherry,cut,1,0,0,1,0,0,0,0
table,stove,0,0,0,0,0,0,0,1
rice:vegetable,tofu,0,0,0,0,0,0,0,1
drawer,stir,1,0,0,1,0,0,0,0
sugar,put,1,0,0,1,0,0,0,0
apple,bowl,0,0,0,0,0,0,0,1
dishwasher,board:cutting,0,0,0,0,0,0,0,1
piece:onion,pick-up,1,0,0,1,0,0,0,0
ciabatta,move,1,0,0,1,0,0,0,0
cookie,package:cookie,0,0,0,0,0,0,0,1
chopstick:fork,pick-up,1,0,0,1,0,0,0,0
bucket:cooker,cooker:rice,0,0,0,0,0,0,0,1
filter,put-down,1,0,0,1,0,0,0,0
mug,hang-up,1,0,0,1,0,0,0,0
board,put-down,1,0,0,1,0,0,0,0
thing:water,board:cutting,0,0,0,0,0,0,0,1
bag,refrigerator,0,0,0,0,0,0,0,1
bowl:glass,water,0,0,0,0,0,0,0,1
cooker,clean,1,0,0,1,0,0,0,0
bowl,table,0,0,0,0,0,0,0,1
salad,cover,1,0,0,1,0,0,0,0
rice,pour,1,0,0,1,0,0,0,0
liquid,grab-up,1,0,0,1,0,0,0,0
scissors,drawer,0,0,0,0,0,0,0,1
packaging,scissors,0,0,0,0,0,0,0,1
table,pasta,0,0,0,0,0,0,0,1
mixture,pepper,0,0,0,0,0,0,0,1
sponge,return,1,0,0,1,0,0,0,0
fridge,mint,0,0,0,0,0,0,0,1
cup:measuring,grab,1,0,0,1,0,0,0,0
top,sink,0,0,0,0,0,0,0,1
glass,dry,1,0,0,1,0,0,0,0
scissors,packaging:meat,0,0,0,0,0,0,0,1
top,turn-off,1,0,0,1,0,0,0,0
sauce,spoon,1,0,0,1,0,0,0,1
cupboard,salt,0,0,0,0,0,0,0,1
v60,bin,0,0,0,0,0,0,0,1
soap,container:inside,0,0,0,0,0,0,0,1
pin:rolling,rinse,1,0,0,1,0,0,0,0
box:lunch,egg,0,0,0,0,0,0,0,1
salad,pick-up,1,0,0,1,0,0,0,0
scale,put-away,1,0,0,1,0,0,0,0
drawer,bowl,0,0,0,0,0,0,0,1
light,adjust,1,0,0,1,0,0,0,0
bag,put,1,0,0,1,0,0,0,0
jar,pesto,0,0,0,0,0,0,0,1
door,throw,1,0,0,1,0,0,0,0
peeler,put-down,1,0,0,1,0,0,0,0
pepper,pan,0,0,0,0,0,0,0,1
v60,coffee,0,0,0,0,0,0,0,1
stock,pick-up,1,0,0,1,0,0,0,0
bowl:cooker,rice,0,0,0,0,0,0,0,1
vegetable,get,1,0,0,1,0,0,0,0
temperature:oven,turn-on,1,0,0,1,0,0,0,0
oregano,add,1,0,0,1,0,0,0,0
container,lead,0,0,0,0,0,0,0,1
dishwasher,board:chopping,0,0,0,0,0,0,0,1
top,counter,0,0,0,0,0,0,0,1
paste:pepper,pepper:red,0,0,0,0,0,0,0,1
holder:spoon,pick-up,1,0,0,1,0,0,0,0
container:inside,soap,0,0,0,0,0,0,0,1
lettuce,cover,0,0,0,0,0,0,0,1
egg,side,0,0,0,0,0,0,0,1
bag,packaging,0,0,0,0,0,0,0,1
package:mozzarella,drain,1,0,0,1,0,0,0,0
bag:new,bin,0,0,0,0,0,0,0,1
knife,tomato:other,0,0,0,0,0,0,0,1
rusk,put,1,0,0,1,0,0,0,0
container,shake,1,0,0,1,0,0,0,0
base:pizza,flip,1,0,0,1,0,0,0,0
meat,dish,0,0,0,0,0,0,0,1
crisp,pick-up,1,0,0,1,0,0,0,0
bowl,arrange,1,0,0,1,0,0,0,0
tomato,pepper,0,0,0,0,0,0,0,1
beer,take,1,0,0,1,0,0,0,0
bag,fridge,0,0,0,0,0,0,0,1
cookie,packaging,0,0,0,0,0,0,0,1
flour:extra,hand,0,0,0,0,0,0,0,1
egg,pour,1,0,0,1,0,0,0,0
cup,pull-down,1,0,0,1,0,0,0,0
bowl:soap,lather,1,0,0,1,0,0,0,0
saucer,shake,1,0,0,1,0,0,0,0
table,spoon,0,0,0,0,0,0,0,1
colander,sink,0,0,0,0,0,0,0,1
carafe,put,1,0,0,1,0,0,0,0
press:garlic,take,1,0,0,1,0,0,0,0
thigh:chicken,trim,1,0,0,1,0,0,0,0
squash,taste,1,0,0,1,0,0,0,0
sink,spatula,0,0,0,0,0,0,0,1
pot,brush,1,0,0,1,0,0,0,1
leaf:salad,wipe-off,1,0,0,1,0,0,0,0
mug,take,1,0,0,1,0,0,0,0
plate,side,0,0,0,0,0,0,0,1
pepper,cupboard,0,0,0,0,0,0,0,1
coffee,get,1,0,0,1,0,0,0,0
coffee,sort,1,0,0,1,0,0,0,0
pan,sink,0,0,0,0,0,0,0,1
drawer:dishwasher,open,1,0,0,1,0,0,0,0
garlic,pan,0,0,0,0,0,0,0,1
rice:split,pick-up,1,0,0,1,0,0,0,0
processor,bit,0,0,0,0,0,0,0,1
pan,turn-off,1,0,0,1,0,0,0,0
bag:plastic,make,1,0,0,1,0,0,0,0
refrigerator,package:cookie,0,0,0,0,0,0,0,1
pepper,wash,1,0,0,1,0,0,0,0
lid,jar:coffee,0,0,0,0,0,0,0,1
bin,wrapper,0,0,0,0,0,0,0,1
box:cereal,shelf,0,0,0,0,0,0,0,1
cabinet,take,1,0,0,1,0,0,0,0
vinegar:balsamic,salad,0,0,0,0,0,0,0,1
cover:plastic,bag,0,0,0,0,0,0,0,1
pan,rack:drying,0,0,0,0,0,0,0,1
microwave,clock:oven,0,0,0,0,0,0,0,1
spatula,grab,1,0,0,1,0,0,0,0
avocado,put-down,1,0,0,1,0,0,0,0
runner:table,get,1,0,0,1,0,0,0,0
fridge,cucumber,0,0,0,0,0,0,0,1
pepper:red,paste:pepper,0,0,0,0,0,0,0,1
grater,put,1,0,0,1,0,0,0,0
tortilla,stuff,1,0,0,1,0,0,0,0
pepper,mixture,0,0,0,0,0,0,0,1
knife,rack:drying,0,0,0,0,0,0,0,1
knife,piece:ginger,0,0,0,0,0,0,0,1
glove,take,1,0,0,1,0,0,0,0
bin,bag,0,0,0,0,0,0,0,1
pan,counter,0,0,0,0,0,0,0,1
pitcher,put-down,1,0,0,1,0,0,0,0
top,pan,0,0,0,0,0,0,0,1
package:pasta,close,1,0,0,1,0,0,0,0
bowl,washing,0,0,0,0,0,0,0,1
kettle,tap,0,0,0,0,0,0,0,1
detergent,move,1,0,0,1,0,0,0,0
cloth:table,unfold,1,0,0,1,0,0,0,0
cupboard,put,1,0,0,1,0,0,0,0
rice,container,0,0,0,0,0,0,0,1
pizza,take,1,0,0,1,0,0,0,0
pear,choose,1,0,0,1,0,0,0,0
garlic,cupboard,0,0,0,0,0,0,0,1
rack:drying,dish,0,0,0,0,0,0,0,1
ingredient:pan,mix,1,0,0,1,0,0,0,0
hop,adjust,1,0,0,1,0,0,0,0
pan,hob,0,0,0,0,0,0,0,1
garlic,ginger,0,0,0,0,0,0,0,1
nut:pine,return,1,0,0,1,0,0,0,0
paste:garlic,put,1,0,0,1,0,0,0,0
flour:egg,side,0,0,0,0,0,0,0,1
butter,pan:frying,0,0,0,0,0,0,0,1
food,tupperware,0,0,0,0,0,0,0,1
bowl,rice:cooked,0,0,0,0,0,0,0,1
spoon,store,1,0,0,1,0,0,0,0
fraiche:creme,jug:measuring,0,0,0,0,0,0,0,1
blueberry,box,0,0,0,0,0,0,0,1
water,move,1,0,0,1,0,0,0,0
aubergine,knife,0,0,0,0,0,0,0,1
bacon,tear-out,1,0,0,1,0,0,0,0
nutella,pick-up,1,0,0,1,0,0,0,0
shelf:utensil,put,1,0,0,1,0,0,0,0
pan,store,1,0,0,1,0,0,0,0
liquid,put-down,1,0,0,1,0,0,0,0
geographic:national,take,1,0,0,1,0,0,0,0
meat,take,1,0,0,1,0,0,0,0
cupboard,pot:sauce,0,0,0,0,0,0,0,1
ground,grinder:coffee,0,0,0,0,0,0,0,1
bowl,side,0,0,0,0,0,0,0,1
v60,take,1,0,0,1,0,0,0,0
clothes,washing,0,0,0,0,0,0,0,1
vinegar,put,1,0,0,1,0,0,0,0
board:chopping,hand,0,0,0,0,0,0,0,1
spatula,sausage,0,0,0,0,0,0,0,1
water:tap,turn,1,0,0,1,0,0,0,0
cob:corn,pick-up,1,0,0,1,0,0,0,0
pot:larger,pot,0,0,0,0,0,0,0,1
flour,close,1,0,0,1,0,0,0,0
part:teapot,clean,1,0,0,1,0,0,0,0
cheese,put,1,0,0,1,0,0,0,0
lemon,slice,1,0,0,1,0,0,0,0
ladle,sink,0,0,0,0,0,0,0,1
carrot,wash,1,0,0,1,0,0,0,0
egg,beat,1,0,0,1,0,0,0,0
spoon:measuring,pick-up,1,0,0,1,0,0,0,0
leaf,onion:spring,0,0,0,0,0,0,0,1
bowl,pour,1,0,0,1,0,0,0,0
filter,place,1,0,0,1,0,0,0,0
scale,pot,0,0,0,0,0,0,0,1
liquid:cleaning,pour,1,0,0,1,0,0,0,0
colander,pan,0,0,0,0,0,0,0,1
stock,glass,0,0,0,0,0,0,0,1
board,place,1,0,0,1,0,0,0,0
skin,hand,0,0,0,0,0,0,0,1
porridge,bean:green,0,0,0,0,0,0,0,1
lid,box,0,0,0,0,0,0,0,1
pack:pasta,table,0,0,0,0,0,0,0,1
leaf:bay,pick-up,1,0,0,1,0,0,0,0
locker,close,1,0,0,1,0,0,0,0
fork,adjust,1,0,0,1,0,0,0,0
side,put-on,1,0,0,1,0,0,0,0
beef,pull-out,1,0,0,1,0,0,0,0
cloth,rinse,1,0,0,1,0,0,0,0
top,mixture,0,0,0,0,0,0,0,1
bin,towel,0,0,0,0,0,0,0,1
hand,oil:olive,0,0,0,0,0,0,0,1
glass,bottle,0,0,0,0,0,0,0,1
pot:small,tomato:peeled,0,0,0,0,0,0,0,1
can,return,1,0,0,1,0,0,0,0
desk,put,1,0,0,1,0,0,0,0
cheese,fridge,0,0,0,0,0,0,0,1
glass,table,0,0,0,0,0,0,0,1
dish,rack:drying,0,0,0,0,0,0,0,1
eggshell,scoop,1,0,0,1,0,0,0,0
cabbage,cut,1,0,0,1,0,0,0,0
bin,v60,0,0,0,0,0,0,0,1
saucepan,put-down,1,0,0,1,0,0,0,0
knife,scissors,0,0,0,0,0,0,0,1
box:lunch,carrot,0,0,0,0,0,0,0,1
box:lunch,move,1,0,0,1,0,0,0,0
oat,pour,1,0,0,1,0,0,0,0
counter,wipe-off,1,0,0,1,0,0,0,0
glove,take-off,1,0,0,1,0,0,0,0
colander,cupboard,0,0,0,0,0,0,0,1
container:sauce,open,1,0,0,1,0,0,0,0
top,pasta,0,0,0,0,0,0,0,1
water:filtered,kettle,0,0,0,0,0,0,0,1
filter,set-down,1,0,0,1,0,0,0,0
glove,put-on,1,0,0,1,0,0,0,0
spice,chilli,0,0,0,0,0,0,0,1
apron,tie,1,0,0,1,0,0,0,0
spinach,mint,0,0,0,0,0,0,0,1
rack:drying,take,1,0,0,1,0,0,0,0
parsley,gather,1,0,0,1,0,0,0,0
microwave,fruit,0,0,0,0,0,0,0,1
tofu,pan,0,0,0,0,0,0,0,1
colander,wash,1,0,0,1,0,0,0,0
garlic:more,get,1,0,0,1,0,0,0,0
lid,yoghurt,0,0,0,0,0,0,0,1
steak,dish,0,0,0,0,0,0,0,1
temperature:gas,adjust,1,0,0,1,0,0,0,0
content:pan,stir,1,0,0,1,0,0,0,0
floor,skin:potato,0,0,0,0,0,0,0,1
bowl:salad,empty,1,0,0,1,0,0,0,0
coconut,take,1,0,0,1,0,0,0,0
sink,ladle,0,0,0,0,0,0,0,1
pan,wash,1,0,0,1,0,0,0,0
dish,hob,0,0,0,0,0,0,0,1
sink,tupperware,0,0,0,0,0,0,0,1
bowl:glass,get,1,0,0,1,0,0,0,0
tray:baking,throw,1,0,0,1,0,0,0,0
teabag,packet,0,0,0,0,0,0,0,1
salt,stick:chop,0,0,0,0,0,0,0,1
chopstick,take,1,0,0,1,0,0,0,0
cupboard,look-for,1,0,0,1,0,0,0,0
tomato:chopped,put-down,1,0,0,1,0,0,0,0
cloth,get,1,0,0,1,0,0,0,0
maker:coffee,lift-up,1,0,0,1,0,0,0,0
sausage,take-out,1,0,0,1,0,0,0,0
side,spade,0,0,0,0,0,0,0,1
drainer,glass,0,0,0,0,0,0,0,1
cooker,rinse,1,0,0,1,0,0,0,0
container,place,1,0,0,1,0,0,0,0
mozzarella,spread,1,0,0,1,0,0,0,0
pan,mixture,0,0,0,0,0,0,0,1
corn:sweet,put,1,0,0,1,0,0,0,0
butter,bread,0,0,0,0,0,0,0,1
pot,piece:fish,0,0,0,0,0,0,0,1
fork,wipe,1,0,0,1,0,0,0,0
fridge,bottle:water,0,0,0,0,0,0,0,1
pan,tortilla,0,0,0,0,0,0,0,1
mixture,top,0,0,0,0,0,0,0,1
pot:white,salt,0,0,0,0,0,0,0,1
water:tap,hand:my,0,0,0,0,0,0,0,1
salad:cucumber,mix,1,0,0,1,0,0,0,0
pot:coffee,remove,1,0,0,1,0,0,0,0
courgette,cut,1,0,0,1,0,0,0,0
bowl:glass,cabinet,0,0,0,0,0,0,0,1
spatula,wipe,1,0,0,1,0,0,0,0
strainer:pasta,get,1,0,0,1,0,0,0,0
bowl:glass,table,0,0,0,0,0,0,0,1
utensil,pick-up,1,0,0,1,0,0,0,0
leaf,strainer,0,0,0,0,0,0,0,1
avocado,place,1,0,0,1,0,0,0,0
table,bottle:pesto,0,0,0,0,0,0,0,1
paprika,check,1,0,0,1,0,0,0,0
heat:right,pot,0,0,0,0,0,0,0,1
cloth,table,0,0,0,0,0,0,0,1
fork:soap,lather,1,0,0,1,0,0,0,0
surface,clean,1,0,0,1,0,0,0,0
pot,rice:cooked,0,0,0,0,0,0,0,1
peel,garbage,0,0,0,0,0,0,0,1
bag,carrot,0,0,0,0,0,0,0,1
pack:cheese,open,1,0,0,1,0,0,0,0
bag,move,1,0,0,1,0,0,0,0
sauce:bottle,take,1,0,0,1,0,0,0,0
bread,inspect,1,0,0,1,0,0,0,0
drainer,lid,0,0,0,0,0,0,0,1
paella,take,1,0,0,1,0,0,0,0
liquid,stop,1,0,0,1,0,0,0,0
bin,piece:lime,0,0,0,0,0,0,0,1
jar,put,1,0,0,1,0,0,0,0
cover,fix,1,0,0,1,0,0,0,0
lid:plastic,throw,1,0,0,1,0,0,0,0
mat:table,open,1,0,0,1,0,0,0,0
plate,counter:kitchen,0,0,0,0,0,0,0,1
wrapper,bread,0,0,0,0,0,0,0,1
cleaner,turn-on,1,0,0,1,0,0,0,0
phone,front,0,0,0,0,0,0,0,1
table,banana,0,0,0,0,0,0,0,1
clip,put-down,1,0,0,1,0,0,0,0
ginger,take,1,0,0,1,0,0,0,0
clip,remove,1,0,0,1,0,0,0,0
sieve,pick-up,1,0,0,1,0,0,0,0
milk,put-down,1,0,0,1,0,0,0,0
lettuce,board:chopping,0,0,0,0,0,0,0,1
pastry,box,0,0,0,0,0,0,0,1
tomato,top,0,0,0,0,0,0,0,1
onion:spring,chop,1,0,0,1,0,0,0,0
sink,tongs,0,0,0,0,0,0,0,1
plate,rag,0,0,0,0,0,0,0,1
bread:white,open,1,0,0,1,0,0,0,0
tissue,get,1,0,0,1,0,0,0,0
steak,take,1,0,0,1,0,0,0,0
liquid,place,1,0,0,1,0,0,0,0
ladle,wash,1,0,0,1,0,0,0,0
cinnamon,mix-in,1,0,0,1,0,0,0,0
sugar,spoon,1,0,0,1,0,0,0,1
garlic,remove-out,1,0,0,1,0,0,0,0
dishwasher,tablet,0,0,0,0,0,0,0,1
bag:pasta,close,1,0,0,1,0,0,0,0
tongs,take,1,0,0,1,0,0,0,0
rice,taste,1,0,0,1,0,0,0,0
dish,cupboard,0,0,0,0,0,0,0,1
board:cutting,knife,0,0,0,0,0,0,0,1
waste,put-down,1,0,0,1,0,0,0,0
spade,pot:electronic,0,0,0,0,0,0,0,1
cloth,arrange,1,0,0,1,0,0,0,0
bit:leaf,throw,1,0,0,1,0,0,0,0
jar,fill,1,0,0,1,0,0,0,0
cupboard,cutlery,0,0,0,0,0,0,0,1
pasta,pour,1,0,0,1,0,0,0,0
dish,wash,1,0,0,1,0,0,0,0
soap,put-down,1,0,0,1,0,0,0,0
milk,bottle:milk,0,0,0,0,0,0,0,1
mayonnaise,close,1,0,0,1,0,0,0,0
kettle,pitcher,0,0,0,0,0,0,0,1
dishwasher,put-in,1,0,0,1,0,0,0,0
leaf:lettuce,put-down,1,0,0,1,0,0,0,0
container,sauce,0,0,0,0,0,0,0,1
stirrer,clean,1,0,0,1,0,0,0,0
board:serving,tortilla,0,0,0,0,0,0,0,1
sprout:cooked,table,0,0,0,0,0,0,0,1
glass,side,0,0,0,0,0,0,0,1
spoon,gather,1,0,0,1,0,0,0,0
dish,steak,0,0,0,0,0,0,0,1
pot:small,grab,1,0,0,1,0,0,0,0
scoop,clean,1,0,0,1,0,0,0,0
oregano,close,1,0,0,1,0,0,0,0
salad,oregano,0,0,0,0,0,0,0,1
mixture:cheese,pasta,0,0,0,0,0,0,0,1
sauce,sugar,0,0,0,0,0,0,0,1
tin,rinse,1,0,0,1,0,0,0,0
opener:can,take,1,0,0,1,0,0,0,0
mirin,pick-up,1,0,0,1,0,0,0,0
grater,move,1,0,0,1,0,0,0,0
glass,pour,1,0,0,1,0,0,0,0
finger,dry,1,0,0,1,0,0,0,0
grape,put,1,0,0,1,0,0,0,0
dish,tortilla,0,0,0,0,0,0,0,1
olive,pan,0,0,0,0,0,0,0,1
rest,slice:onion,0,0,0,0,0,0,0,1
pot:white,put,1,0,0,1,0,0,0,0
packaging,remove-from,1,0,0,1,0,0,0,0
flour:plain,bowl:glass,0,0,0,0,0,0,0,1
bag:sandwich,patty:tuna,0,0,0,0,0,0,0,1
hand:my,cloth,0,0,0,0,0,0,0,1
pesto,put,1,0,0,1,0,0,0,0
paneer,cut-into,1,0,0,1,0,0,0,0
cutlery,sink,0,0,0,0,0,0,0,1
water,add,1,0,0,1,0,0,0,0
salt,shake,1,0,0,1,0,0,0,0
side,salt,0,0,0,0,0,0,0,1
bottle,refrigerator,0,0,0,0,0,0,0,1
board,dry,1,0,0,1,0,0,0,0
packet,pepper,0,0,0,0,0,0,0,1
onion,halve,1,0,0,1,0,0,0,0
plate:salad,lettuce,0,0,0,0,0,0,0,1
dish,insert,1,0,0,1,0,0,0,0
heat,increase,1,0,0,1,0,0,0,0
bowl,rag,0,0,0,0,0,0,0,1
skin:outer,onion:spring,0,0,0,0,0,0,0,1
omelette:egg,slice,1,0,0,1,0,0,0,0
oil:sesame,pick-up,1,0,0,1,0,0,0,0
drawer,glove,0,0,0,0,0,0,0,1
thyme,open,1,0,0,1,0,0,0,0
pot,put-in,1,0,0,1,0,0,0,0
pan:baking,rinse,1,0,0,1,0,0,0,0
container:sauce,knife,0,0,0,0,0,0,0,1
teaspoon,jar:pesto,0,0,0,0,0,0,0,1
bottle,put,1,0,0,1,0,0,0,0
potato,put-down,1,0,0,1,0,0,0,0
pesto:cheese,onion,0,0,0,0,0,0,0,1
food,pan,0,0,0,0,0,0,0,1
water,glass,0,0,0,0,0,0,0,1
control:remote,move,1,0,0,1,0,0,0,0
bag,extract,1,0,0,1,0,0,0,0
cloth:table,take,1,0,0,1,0,0,0,0
mesh,pasta,0,0,0,0,0,0,0,1
cafetiere,tip,1,0,0,1,0,0,0,0
board:cutting,onion,0,0,0,0,0,0,0,1
cup:small,rinse,1,0,0,1,0,0,0,0
ham,take,1,0,0,1,0,0,0,0
heat,switch-on,1,0,0,1,0,0,0,0
can,look-at,1,0,0,1,0,0,0,0
tomato,gather,1,0,0,1,0,0,0,0
liquid:washing,pick,1,0,0,1,0,0,0,0
raisin,pick-up,1,0,0,1,0,0,0,0
pan,leaf:bay,0,0,0,0,0,0,0,1
powder:washing,take,1,0,0,1,0,0,0,0
sauce,open,1,0,0,1,0,0,0,0
sheet,move,1,0,0,1,0,0,0,0
pepper,pan:frying,0,0,0,0,0,0,0,1
coffee,check,1,0,0,1,0,0,0,0
pan:washing,dish,0,0,0,0,0,0,0,1
drainer,spoon:wooden,0,0,0,0,0,0,0,1
water:tap,use,1,0,0,1,0,0,0,0
cover,brush,1,0,0,1,0,0,0,0
bottle,fridge,0,0,0,0,0,0,0,1
jug:measuring,put-in,1,0,0,1,0,0,0,0
stock,close,1,0,0,1,0,0,0,0
tupperware,put,1,0,0,1,0,0,0,0
water,cup:coffee,0,0,0,0,0,0,0,1
rice,scrape,1,0,0,1,0,0,0,0
bun:hamburger,pick-up,1,0,0,1,0,0,0,0
cupboard,blender,0,0,0,0,0,0,0,1
water:more,pot,0,0,0,0,0,0,0,1
spoon,grab,1,0,0,1,0,0,0,0
bottle,fill,1,0,0,1,0,0,0,0
board:chopping,scrape,1,0,0,1,0,0,0,0
mushroom,take,1,0,0,1,0,0,0,0
mug,dishwasher,0,0,0,0,0,0,0,1
mat:sushi,pick-up,1,0,0,1,0,0,0,0
strainer:mesh,pick-up,1,0,0,1,0,0,0,0
machine:washing,door:machine,0,0,0,0,0,0,0,1
pasta,container,0,0,0,0,0,0,0,1
squash,put,1,0,0,1,0,0,0,0
chopstick,pot,0,0,0,0,0,0,0,1
yoghurt,tortilla,0,0,0,0,0,0,0,1
garlic,watch,1,0,0,1,0,0,0,0
stove,clean,1,0,0,1,0,0,0,0
knife,peeler,0,0,0,0,0,0,0,1
sauce,stir,1,0,0,1,0,0,0,0
plate,place-on,1,0,0,1,0,0,0,0
heat:right,switch-off,1,0,0,1,0,0,0,0
packaging:meat,scissors,0,0,0,0,0,0,0,1
napkin,throw-away,1,0,0,1,0,0,0,0
avocado,cut,1,0,0,1,0,0,0,0
microwave,dish:tortilla,0,0,0,0,0,0,0,1
spoon:wooden,cheese,0,0,0,0,0,0,0,1
potato,strain,1,0,0,1,0,0,0,0
residue:food,collect,1,0,0,1,0,0,0,0
milk,place,1,0,0,1,0,0,0,0
oil,bottle,0,0,0,0,0,0,0,1
side,put,1,0,0,1,0,0,0,0
shelf,pepper,0,0,0,0,0,0,0,1
curry,mix-in,1,0,0,1,0,0,0,0
chopstick,powder:egg,0,0,0,0,0,0,0,1
board:chopping,lather,1,0,0,1,0,0,0,0
microwave,turn-on,1,0,0,1,0,0,0,0
sandwich,slice,1,0,0,1,0,0,0,0
tap,place,1,0,0,1,0,0,0,0
mitten,pick-up,1,0,0,1,0,0,0,0
holder:pot,take,1,0,0,1,0,0,0,0
squash,fridge,0,0,0,0,0,0,0,1
peeler:carrot,put-down,1,0,0,1,0,0,0,0
bottle:sauce,put-down,1,0,0,1,0,0,0,0
grill,put-on,1,0,0,1,0,0,0,0
basket:washing,take,1,0,0,1,0,0,0,0
hob,surface,0,0,0,0,0,0,0,1
liquid:washing,dishcloth,0,0,0,0,0,0,0,1
drawer,spatula,0,0,0,0,0,0,0,1
water:tap,switch-out,1,0,0,1,0,0,0,0
cucumber,throw,1,0,0,1,0,0,0,0
saucepan,water,0,0,0,0,0,0,0,1
squash,fill,1,0,0,1,0,0,0,0
oven,cloth,0,0,0,0,0,0,0,1
cover,bottle,0,0,0,0,0,0,0,1
kitchen,wash,1,0,0,1,0,0,0,0
bowl,teaspoon,0,0,0,0,0,0,0,1
cup:measuring,put-down,1,0,0,1,0,0,0,0
glove,put,1,0,0,1,0,0,0,0
water,thing:water,0,0,0,0,0,0,0,1
sink,scissors,0,0,0,0,0,0,0,1
filter:sink,take,1,0,0,1,0,0,0,0
cutlery,cupboard,0,0,0,0,0,0,0,1
mixture:powder,side,0,0,0,0,0,0,0,1
cereal,milk,0,0,0,0,0,0,0,1
flour,take,1,0,0,1,0,0,0,0
cup:flour,bowl,0,0,0,0,0,0,0,1
ingredient,remove,1,0,0,1,0,0,0,0
blender,cupboard,0,0,0,0,0,0,0,1
cutlery,wash,1,0,0,1,0,0,0,0
paste:miso,pick-up,1,0,0,1,0,0,0,0
cupboard,bottle:vinegar,0,0,0,0,0,0,0,1
tomato,piece:small,0,0,0,0,0,0,0,1
filter,get,1,0,0,1,0,0,0,0
cupboard,gravy,0,0,0,0,0,0,0,1
cooker,noodle,0,0,0,0,0,0,0,1
knife:soap,lather,1,0,0,1,0,0,0,0
noodle:instant,bag,0,0,0,0,0,0,0,1
machine,turn-off,1,0,0,1,0,0,0,0
pot:coffee,pick-up,1,0,0,1,0,0,0,0
squash:more,pour,1,0,0,1,0,0,0,0
blender,wash,1,0,0,1,0,0,0,0
pot:right,cover,0,0,0,0,0,0,0,1
table,leftover,0,0,0,0,0,0,0,1
pot:left,cover,1,0,0,1,0,0,0,1
tomato,return,1,0,0,1,0,0,0,0
chair,walk-to,1,0,0,1,0,0,0,0
lime,put-down,1,0,0,1,0,0,0,0
chunk:pear,cut,1,0,0,1,0,0,0,0
egg,spade,0,0,0,0,0,0,0,1
tap,clean,1,0,0,1,0,0,0,0
patty,scoop,1,0,0,1,0,0,0,0
microwave,check,1,0,0,1,0,0,0,0
spaghetti,cheese,0,0,0,0,0,0,0,1
sausage,put-down,1,0,0,1,0,0,0,0
bowl:sugar,table,0,0,0,0,0,0,0,1
container,rinse,1,0,0,1,0,0,0,0
bar:cereal,box,0,0,0,0,0,0,0,1
pepper,look-at,1,0,0,1,0,0,0,0
meat,oil,0,0,0,0,0,0,0,1
sink,wash,1,0,0,1,0,0,0,0
left:top,pot,0,0,0,0,0,0,0,1
surface:kitchen,clean,1,0,0,1,0,0,0,0
cupboard,scale,0,0,0,0,0,0,0,1
jar,sun,0,0,0,0,0,0,0,1
sprout,spade,0,0,0,0,0,0,0,1
door:cabinet,close,1,0,0,1,0,0,0,0
